state,city,latitude,longitude,price
NY,Brooklyn,40.67660167,-73.98390418,139.0
NY,New York,40.7160687,-74.00782339,275.0
NY,New York,40.81289807,-73.95213176,60.0
NY,Brooklyn,40.70892155,-73.96097463,60.0
NY,Brooklyn,40.68915093,-73.96535848,150.0
NY,New York,40.81333633,-73.94587011,60.0
NY,New York,40.77728737,-73.98097763,250.0
NY,New York,40.7199267,-73.98919368,145.0
NY,Brooklyn,40.66878586,-73.98226159,65.0
NY,New York,40.74684398,-74.00205523,125.0
NY,Brooklyn,40.68208287,-73.98614377,130.0
NY,New York,40.73972574,-73.98945956,350.0
NY,New York,40.72437725,-73.99647351,225.0
NY,New York,40.73230575,-73.99672089,219.0
NY,New York,40.74389823,-74.00197266,209.0
NY,New York,40.72218018,-73.98432975,250.0
NY,New York,40.72193995,-74.00095429,200.0
NY,New York,40.80151571,-73.9586226,149.0
NY,New York,40.77732814,-73.9519571,150.0
NY,Brooklyn,40.70471893,-73.92130977,250.0
NY,New York,40.81414553,-73.96051433,50.0
NY,Brooklyn,40.6921529,-73.9598921,60.0
NY,New York,40.79864744,-73.95405242,65.0
NY,Brooklyn,40.7105862,-73.94782826,95.0
NY,New York,40.7479741,-73.99302396,200.0
NY,New York,40.77487457,-73.95026251,150.0
NY,Brooklyn,40.69177597,-73.93229773,95.0
NY,New York,40.7831962,-73.97784602,195.0
NY,Brooklyn,40.69271083,-73.92535011,170.0
NY,New York,40.73498979,-73.98032377,100.0
NY,Brooklyn,40.70762077,-73.96763822,450.0
NY,New York,40.73303812,-74.00478644,300.0
NY,New York,40.73101615,-73.9931823,369.0
NY,New York,40.74825354,-73.97154998,118.0
NY,New York,40.8249946,-73.94238358,80.0
NY,New York,40.72800965,-73.99144523,149.0
NY,Brooklyn,40.69075031,-73.97192375,133.0
NY,Brooklyn,40.72547998,-73.9461794,169.0
NY,Brooklyn,40.6729217,-73.91307535,50.0
NY,Brooklyn,40.72649204,-73.95519709,142.0
NY,Brooklyn,40.71575479,-73.95573829,85.0
NY,New York,40.80500437,-73.94483503,125.0
NY,New York,40.75444261,-73.96906688,175.0
NY,Brooklyn,40.71134392,-73.96052811,85.0
NY,New York,40.78942979,-73.97898774,140.0
NY,New York,40.81091778,-73.94073536,195.0
NY,Bronx,40.81610845,-73.89909446,120.0
NY,New York,40.63708664,-74.02527395,99.0
NY,Brooklyn,40.71287167,-73.96433632,100.0
NY,Brooklyn,40.69774736,-73.93389232,85.0
NY,Brooklyn,40.67433783,-73.9546141,40.0
NY,Brooklyn,40.71143959,-73.96160924,110.0
NY,New York,40.8044212,-73.95238609,117.0
NY,Brooklyn,40.68613409,-73.98126589,145.0
NY,Brooklyn,40.68193714,-73.94067866,75.0
NY,New York,40.7474812,-73.98239466,445.0
NY,New York,40.7694072,-73.95049759,99.0
NY,New York,40.71879473,-73.9895761,150.0
NY,Brooklyn,40.58042461,-73.96015422,149.0
NY,New York,40.80093343,-73.9547903,85.0
NY,New York,40.86543936,-73.92619426,90.0
NY,Brooklyn,40.6680139,-73.98464529,110.0
NY,Brooklyn,40.67770907,-73.98152219,70.0
NY,Long Island City,40.74829995,-73.94799179,80.0
NY,Brooklyn,40.69901111,-73.93308655,86.0
NY,Brooklyn,40.70215559,-73.98802023,189.0
NY,Brooklyn,40.68585325,-73.97016479,280.0
NY,Brooklyn,40.67183897,-73.99144157,39.0
NY,Queens,40.72595532,-73.8579586,65.0
NY,New York,40.74846369,-74.00031386,230.0
NY,Brooklyn,40.67858307,-73.98537418,70.0
NY,New York,40.72304199,-73.97923441,120.0
NY,New York,40.71540304,-73.991268,155.0
NY,New York,40.77612005,-73.98257184,220.0
NY,Brooklyn,40.61406003,-73.92406065,84.0
NY,New York,40.76704118,-73.98663953,199.0
NY,Brooklyn,40.6863685,-73.94191825,110.0
NY,Brooklyn,40.68514929,-73.95712987,199.0
NY,New York,40.73795156,-73.97849936,125.0
NY,New York,40.81453854,-73.94839202,100.0
NY,Brooklyn,40.6768044,-73.89067134,45.0
NY,New York,40.72371772,-74.00276736,199.0
NY,Brooklyn,40.68468155,-73.99145245,150.0
NY,Brooklyn,40.69133688,-73.90579996,50.0
NY,New York,40.79793032,-73.93611952,200.0
NY,New York,40.73263325,-73.98973632,88.0
NY,New York,40.73352624,-74.0047484,160.0
NY,Brooklyn,40.66413014,-73.97803073,85.0
NY,Brooklyn,40.69277714,-73.93697204,70.0
NY,New York,40.71605239,-74.00523428,170.0
NY,New York,40.76526769,-73.98866384,108.0
NY,New York,40.73512869,-74.00415648,295.0
NY,New York,40.74709903,-73.99470335,320.0
NY,New York,40.84184975,-73.93737345,125.0
NY,Queens,40.75532218,-73.91603246,99.0
NY,Brooklyn,40.7069533,-73.9560696,55.0
NY,New York,40.77924244,-73.9555954,550.0
NY,New York,40.74687821,-74.00168934,98.0
NY,"Bronx, Riverdale ",40.88622677,-73.90406044,50.0
NY,New York,40.74262809,-74.00428477,150.0
NY,New York,40.80908371,-73.94221663,1200.0
NY,New York,40.73435221,-74.00798589,189.0
NY,New York,40.75831835,-73.9900318,120.0
NY,New York,40.7320653,-74.00219514,250.0
NY,New York,40.7402482,-73.97730567,175.0
NY,New York,40.7256377,-73.98241149,65.0
NY,Brooklyn,40.67640973,-73.95161521,250.0
NY,New York,40.71983034,-73.99553426,95.0
NY,New York,40.74361162,-73.99945868,165.0
NY,Queens,40.7634339,-73.92302201,105.0
NY,Brooklyn,40.68229049,-73.94286642,120.0
NY,New York,40.72207128,-73.98396256,270.0
NY,Brooklyn,40.68811168,-73.91316139,285.0
NY,New York,40.71628404,-73.99077591,175.0
NY,New York,40.74748333,-74.00570485,219.0
NY,Brooklyn,40.61535576,-73.9533768,33.0
NY,Brooklyn,40.61541865,-73.95365349,33.0
NY,New York,40.72834109,-73.9775578,97.0
NY,New York,40.72855813,-73.98720616,349.0
NY,Brooklyn,40.71270909,-73.96653814,1400.0
NY,Brooklyn,40.68195939,-74.00327336,50.0
NY,Bronx,40.89298079,-73.86232416,195.0
NY,New York,40.74382485,-73.9812914,800.0
NY,New York,40.72638489,-73.98225494,175.0
NY,New York,40.75979539,-73.9969873,1000.0
NY,Brooklyn,40.70661058,-73.9413427,450.0
NY,Brooklyn,40.73306102,-73.95416051,83.0
NY,Brooklyn,40.69455942,-73.98456618,200.0
NY,New York,40.72817034,-74.00040534,220.0
NY,New York,40.7247796,-74.00070211,275.0
NY,Jackson Heights,40.75061878,-73.89398915,79.0
NY,New York,40.71943523,-73.9862322,96.0
NY,New York,40.75980706,-73.99287698,250.0
NY,Brooklyn,40.69753844,-73.93041369,70.0
NY,New York,40.75374398,-73.97506188,159.0
NY,New York,40.80616844,-73.93867686,45.0
NY,New York,40.74233579,-73.98028218,199.0
NY,Brooklyn,40.70270853,-73.91565615,220.0
NY,New York,40.73883683,-73.98025785,157.0
NY,Astoria,40.76249468,-73.92729422,149.0
NY,New York,40.74332054,-73.98940689,850.0
NY,Brooklyn,40.6783836,-73.95549193,197.0
NY,New York,40.72424353,-73.98980615,159.0
NY,New York,40.72715359,-73.990074,169.0
NY,Brooklyn,40.71365056,-73.96690681,225.0
NY,Queens,40.73694825,-73.92388886,58.0
NY,Brooklyn,40.68555139,-73.90155867,55.0
NY,Queens,40.74461156,-73.95910394,120.0
NY,New York,40.777597,-73.92011463,110.0
NY,New York,40.72618885,-73.97730664,89.0
NY,Queens,40.77228378,-73.9148924,68.0
NY,Brooklyn,40.71452323,-73.94629754,100.0
NY,Staten Island,40.63131646,-74.08799089,47.0
NY,Astoria,40.76498131,-73.91951332,85.0
NY,New York,40.76695833,-73.98751957,175.0
NY,Brooklyn,40.67257778,-73.97216991,135.0
NY,Brooklyn,40.7114803,-73.95573261,100.0
NY,New York,40.73128899,-74.00464327,149.0
NY,Brooklyn,40.68695551,-73.9439092,100.0
NY,New York,40.75363994,-73.97186233,999.0
NY,Brooklyn,40.67927091,-74.01329693,95.0
NY,New York,40.80360175,-73.9573344,89.0
NY,New York,40.74142145,-74.00253787,350.0
NY,Brooklyn,40.71614499,-73.94458508,175.0
NY,Brooklyn,40.63613027,-73.94520099,135.0
NY,Brooklyn,40.7175051,-73.95895497,95.0
NY,New York,40.79740553,-73.96252739,120.0
NY,New York,40.74781864,-73.9939815,895.0
NY,Brooklyn,40.67569238,-73.9802848,165.0
NY,Brooklyn,40.68193862,-73.92895554,139.0
NY,New York,40.72897345,-73.98013837,120.0
NY,New York,40.73491872,-73.97752332,159.0
NY,Brooklyn,40.67643575,-73.99862261,94.0
NY,New York,40.72351247,-73.98283066,299.0
NY,New York,40.82257433,-73.95258215,65.0
NY,Brooklyn,40.72123552,-73.95362109,180.0
NY,New York,40.74553121,-73.97503096,220.0
NY,Astoria,40.75556503,-73.93188411,70.0
NY,New York,40.76740215,-73.96934014,250.0
NY,Brooklyn,40.70248791,-73.94879931,139.0
NY,Astoria,40.7773535,-73.90681221,55.0
NY,Brooklyn,40.68191034,-73.97982134,159.0
NY,Brooklyn,40.70958429,-73.96616693,75.0
NY,New York,40.71901717,-73.9980196,175.0
NY,JACKSON HEIGHTS,40.75173507,-73.88129137,85.0
NY,New York,40.79570756,-73.96292439,85.0
NY,Brooklyn,40.65160226,-73.95071622,33.0
NY,Brooklyn,40.61136952,-73.96919212,70.0
NY,Brooklyn,40.71002111,-73.93072853,85.0
NY,Brooklyn,40.70068862,-73.92423761,175.0
NY,New York,40.74909592,-73.98300412,225.0
NY,New York,40.71316796,-73.94851074,225.0
NY,New York,40.83750036,-73.94104206,40.0
NY,New York,40.77374556,-73.95265845,1250.0
NY,New York,40.72295833,-74.00770071,150.0
NY,New York,40.76819705,-73.94900028,95.0
NY,New York,40.74065061,-73.99374565,495.0
NY,"Wadsworth Terrace, Manhattan, New York",40.85887508,-73.92886263,69.0
NY,Brooklyn,40.68908469,-73.92893181,250.0
NY,New York,40.70687113,-74.0069918,150.0
NY,Brooklyn,40.67422655,-73.94777447,60.0
NY,Brooklyn,40.68437727,-73.9776636,200.0
NY,New York,40.84467481,-73.9359078,70.0
NY,Brooklyn,40.69118106,-73.91309394,50.0
NY,Brooklyn,40.67586756,-73.94805265,50.0
NY,New York,40.85714444,-73.93208803,120.0
NY,New York,40.74564574,-73.98127162,150.0
NY,Brooklyn,40.69836503,-73.92990976,95.0
NY,Brooklyn,40.67209582,-73.95371628,110.0
NY,New York,40.73751327,-73.99472375,250.0
NY,New York,40.73619989,-73.98097073,180.0
NY,New York,40.72761197,-74.00651238,275.0
NY,Brooklyn,40.7045087,-73.93845693,55.0
NY,Brooklyn,40.67191867,-73.94741153,40.0
NY,Brooklyn,40.70671406,-73.94119146,50.0
NY,New York,40.77008714,-73.94927565,129.0
NY,New York,40.80188961,-73.96494281,85.0
NY,Brooklyn,40.63456783,-73.97116866,120.0
NY,Queens,40.7768971,-73.90880811,55.0
NY,Brooklyn,40.67950155,-74.00999594,225.0
NY,New York,40.74222673,-73.98242843,200.0
NY,Brooklyn,40.69656813,-73.96686395,100.0
NY,Brooklyn,40.69883223,-73.92785988,65.0
NY,New York,40.72701438,-74.00053392,150.0
NY,New York,40.73043888,-73.98525653,89.0
NY,Brooklyn,40.6874555,-73.92581074,80.0
NY,New York,40.7270187,-73.99383703,175.0
NY,Riverdale,40.88435789,-73.91267205,29.0
NY,Queens,40.73857744,-73.87718076,120.0
NY,Rego Park,40.73332737,-73.85608642,150.0
NY,New York,40.76454251,-73.9921758,295.0
NY,New York,40.70572517,-74.00995969,250.0
NY,New York,40.72986606,-73.98935244,300.0
NY,New York,40.79998954,-73.94750072,250.0
NY,Brooklyn,40.69198896,-73.97215926,154.0
NY,Brooklyn,40.69259904,-73.91939267,58.0
NY,Brooklyn,40.68495062,-73.92868706,35.0
NY,Brooklyn,40.7134595,-73.94482396,65.0
NY,New York,40.73366202,-74.00651494,80.0
NY,New York,40.73826396,-73.99931776,200.0
NY,New York,40.74805174,-73.99727515,350.0
NY,New York,40.81096951,-73.95843072,200.0
NY,Queens,40.71216104,-73.79072401,212.0
NY,New York,40.82024225,-73.93799064,60.0
NY,New York,40.81927953,-73.95492412,55.0
NY,New York,40.73119057,-74.00614579,200.0
NY,New York,40.72698526,-73.97968592,110.0
NY,Brooklyn,40.68902342,-73.97220744,119.0
NY,Brooklyn,40.67411063,-73.96086894,200.0
NY,Queens,40.73286771,-73.86089933,60.0
NY,New York,40.72320938,-73.98417871,120.0
NY,Brooklyn,40.71302664,-73.96890453,210.0
NY,New York,40.72469314,-73.99740787,400.0
NY,Brooklyn,40.69783304,-73.93674333,60.0
NY,New York,40.72850073,-73.98002959,375.0
NY,New York,40.81821847,-73.94094688,99.0
NY,New York,40.64826179,-74.00753343,40.0
NY,Brooklyn,40.73842314,-73.9531238,249.0
NY,New York,40.76744036,-73.98738723,89.0
NY,New York,40.79763697,-73.94090341,145.0
NY,New York,40.72788016,-73.98871974,80.0
NY,New York,40.85440406,-73.93091153,185.0
NY,Queens,40.70514486,-73.83297169,175.0
NY,New York,40.82352397,-73.95441038,55.0
NY,Brooklyn,40.69340538,-73.98258218,250.0
NY,New York,40.7314317,-73.98816929,215.0
NY,New York,40.77164057,-73.9573916,135.0
NY,New York,40.7238003,-74.0049765,110.0
NY,Brooklyn,40.68736933,-73.96594755,125.0
NY,Staten Island,40.57880136,-74.1129452,200.0
NY,New York,40.76810244,-73.94874323,175.0
NY,Queens,40.77073405,-73.93228768,55.0
NY,New York,40.72686469,-73.97969869,220.0
NY,New York,40.77333851,-73.98653318,90.0
NY,New York,40.82075694,-73.95516496,65.0
NY,New York,40.75943683,-73.99004616,96.0
NY,New York,40.72912574,-73.98849914,160.0
NY,New York,40.80716231,-73.94092372,60.0
NY,New York,40.86591348,-73.92860182,85.0
NY,Brooklyn,40.68798503,-73.97528975,150.0
NY,New York,40.72709246,-73.98524048,250.0
NY,New York,40.74394081,-73.9868378,89.0
NY,New York,40.76198856,-73.99537774,550.0
NY,New York,40.76228443,-73.98918467,200.0
NY,New York,40.752264,-73.98337734,125.0
NY,Brooklyn,40.65272192,-73.96006138,70.0
NY,New York,40.77162271,-73.96157013,215.0
NY,New York,40.82239907,-73.94786136,80.0
NY,New York,40.71444546,-73.9912072,150.0
NY,Brooklyn,40.70771194,-73.92203618,235.0
NY,Springfield Gardens,40.66353525,-73.74634276,60.0
NY,Brooklyn,40.68391137,-73.96200746,500.0
NY,Brooklyn,40.67371084,-73.94578311,55.0
NY,New York,40.80481087,-73.94794454,110.0
NY,New York,40.70551391,-74.00942245,200.0
NY,Brooklyn,40.62800446,-73.90225251,47.0
NY,New York,40.72482468,-73.98097482,90.0
NY,New York,40.81951452,-73.93672161,175.0
NY,Staten Island,40.64744713,-74.09027036,89.0
NY,Brooklyn,40.67259362,-73.95489131,175.0
NY,Brooklyn,40.67618961,-73.94739739,70.0
NY,New York,40.81502197,-73.9583264,300.0
NY,New York,40.72807664,-74.00262407,180.0
NY,New York,40.7492693,-73.98493076,80.0
NY,Brooklyn,40.68644814,-73.97538024,120.0
NY,Brooklyn,40.7100115,-73.96551936,225.0
NY,New York,40.70753883,-74.00758099,200.0
NY,New York,40.79258034,-73.94548154,125.0
NY,Brooklyn,40.6865594,-73.95348127,109.0
NY,New York,40.72602725,-73.98751205,99.0
NY,New York,40.71904526,-73.99676504,199.0
NY,New York,40.72346521,-73.99710809,280.0
NY,Brooklyn,40.68131369,-73.94112772,85.0
NY,New York,40.78939255,-73.97304726,245.0
NY,New York,40.71832963,-73.98718808,225.0
NY,New York,40.77284713,-73.9861961,125.0
NY,New York,40.7173516,-73.99367761,85.0
NY,New York,40.73210944,-73.97474588,120.0
NY,New York,40.73610889,-74.00456246,295.0
NY,Brooklyn,40.68315044,-73.93100532,62.0
NY,New York,40.76026855,-73.98895311,300.0
NY,Brooklyn,40.68952163,-73.92645736,65.0
NY,Brooklyn,40.72229867,-73.94621812,100.0
NY,New York,40.71565861,-73.99874674,130.0
NY,New York,40.70480539,-74.00945246,140.0
NY,New York,40.72828036,-73.98801162,170.0
NY,New York,40.70600922,-74.00988523,350.0
NY,Staten Island,40.64091782,-74.09781975,700.0
NY,New York,40.82820232,-73.94671563,100.0
NY,Queens,40.76605423,-73.91521737,79.0
NY,New York,40.77776485,-73.94433758,175.0
NY,Brooklyn,40.68661535,-73.98563914,78.0
NY,Staten Island ,40.64876608,-74.08387344,79.0
NY,Brooklyn,40.66320481,-73.95633946,130.0
NY,New York,40.72800269,-73.98443222,119.0
NY,New York,40.77179389,-73.94994469,195.0
NY,Brooklyn,40.71260903,-73.9648053,89.0
NY,New York,40.73394567,-74.00684252,250.0
NY,New York,40.71581972,-73.98944607,135.0
NY,New York,40.78227572,-73.97268554,175.0
NY,Staten Island,40.57301547,-74.09542541,55.0
NY,Brooklyn,40.7100618,-73.92181288,89.0
NY,New York,40.73492413,-73.98910259,455.0
NY,New York,40.75626503,-73.99556495,140.0
NY,New York,40.79010726,-73.94250776,170.0
NY,New York,40.73409175,-74.00610976,180.0
NY,Brooklyn,40.72919093,-73.95837551,145.0
NY,New York,40.86741278,-73.92796662,95.0
NY,New York,40.76479393,-73.98786183,280.0
NY,New York,40.76223263,-73.98734885,345.0
NY,New York,40.73221214,-73.98300635,70.0
NY,Queens,40.74035251,-73.78823844,125.0
NY,New York,40.82678416,-73.94919756,75.0
NY,New York,40.8047566,-73.95423249,90.0
NY,Staten Island,40.61511019,-74.06761888,59.0
NY,Brooklyn,40.66997549,-73.94398544,95.0
NY,New York,40.73911203,-74.01043542,200.0
NY,New York,40.81297485,-73.9559861,99.0
NY,New York,40.72234779,-73.99543048,250.0
NY,Brooklyn,40.70165339,-73.92900359,95.0
NY,New York,40.82694886,-73.94708971,125.0
NY,New York,40.76678454,-73.98435042,200.0
NY,Brooklyn,40.67936962,-73.942722,115.0
NY,New York,40.72708877,-73.98274168,90.0
NY,New York,40.84124628,-73.9375087,250.0
NY,New York,40.71511001,-74.00926044,550.0
NY,New York,40.81508733,-73.96018906,180.0
NY,Brooklyn,40.69686361,-73.9148005,80.0
NY,Queens,40.76000407,-73.8111734,60.0
NY,New York,40.8069464,-73.96057125,70.0
NY,New York,40.80633492,-73.94629249,110.0
NY,Brooklyn,40.7071634,-73.9217094,75.0
NY,New York,40.80891319,-73.96508913,400.0
NY,New York,40.83530087,-73.94287616,50.0
NY,New York,40.71628918,-74.00457762,1750.0
NY,Brooklyn,40.70101587,-73.9275276,125.0
NY,Brooklyn,40.66951722,-73.94376941,180.0
NY,Brooklyn,40.73255517,-73.95564943,90.0
NY,Brooklyn,40.68939139,-73.98549531,180.0
NY,Queens,40.72543039,-73.84373755,70.0
NY,New York,40.73711583,-74.003984,220.0
NY,New York,40.76521386,-73.98804317,89.0
NY,New York,40.83113774,-73.94146064,125.0
NY,New York,40.81694208,-73.9443858,120.0
NY,New York,40.8416393,-73.94166876,89.0
NY,New York,40.81908414,-73.95375536,135.0
NY,Brooklyn,40.67955642,-73.95753461,850.0
NY,New York,40.82440452,-73.95451332,41.0
NY,Queens,40.71404208,-73.79090774,89.0
NY,New York,40.71927427,-74.00453489,550.0
NY,Brooklyn,40.72445364,-73.94687155,55.0
NY,Brooklyn,40.69331526,-73.90504421,60.0
NY,New York,40.75776116,-73.99339845,120.0
NY,New York,40.73434245,-74.00166123,127.0
NY,Brooklyn,40.66876758,-73.9590742,99.0
NY,New York,40.84327851,-73.94116701,150.0
NY,New York,40.82126913,-73.95421009,121.0
NY,Brooklyn,40.61487172,-73.98865689,100.0
NY,Brooklyn,40.68922183,-73.91693936,79.0
NY,Brooklyn,40.66770921,-73.95062443,125.0
NY,New York,40.83494965,-73.93928681,65.0
NY,New York,40.80121708,-73.93708502,80.0
NY,New York,40.78903044,-73.94915314,225.0
NY,Brooklyn,40.67847046,-73.94028362,90.0
NY,Brooklyn,40.67275636,-73.94890873,85.0
NY,Brooklyn,40.65706974,-73.96092393,50.0
NY,Brooklyn,40.72553347,-73.94571257,70.0
NY,Brooklyn,40.68546726,-73.99805816,108.0
NY,BROOKLYN,40.69086745,-73.91797505,300.0
NY,New York,40.76020864,-73.96969004,224.0
NY,New York,40.82905923,-73.94702346,79.0
NY,New York,40.73104001,-74.00879111,195.0
NY,Flushing,40.72107483,-73.83938302,120.0
NY,New York,40.72736348,-73.9821152,149.0
NY,New York,40.73692818,-73.98975275,600.0
NY,New York,40.73891669,-73.98603079,120.0
NY,New York,40.7042825,-74.00952198,80.0
NY,New York,40.76193879,-73.99045016,170.0
NY,Brooklyn,40.5787842,-73.96503649,80.0
NY,New York,40.81720268,-73.94442421,125.0
NY,New York,40.70829387,-74.00728797,300.0
NY,New York,40.84840678,-73.93483026,120.0
NY,New York,40.7372909,-73.98359806,165.0
NY,Brooklyn,40.69123527,-73.99552889,180.0
NY,Brooklyn,40.68193706,-73.93618034,99.0
NY,New York,40.80882883,-73.95997055,75.0
NY,New York,40.79906509,-73.95361982,150.0
NY,New York,40.80188034,-73.94264107,80.0
NY,New York,40.75044984,-73.98309226,136.0
NY,New York,40.80675497,-73.9405771,60.0
NY,Brooklyn,40.72675688,-73.95501865,63.0
NY,New York,40.80020482,-73.94078993,160.0
NY,EAST ELMHURST,40.76459244,-73.8818919,189.0
NY,Brooklyn,40.69095308,-73.90499815,99.0
NY,New York,40.78983651,-73.95201274,150.0
NY,New York,40.7305035,-73.98334666,185.0
NY,Queens,40.75055313,-73.88817705,100.0
NY,Brooklyn,40.67174703,-73.96047972,99.0
NY,Brooklyn,40.6984847,-73.91082954,45.0
NY,Brooklyn,40.67292349,-73.94298546,60.0
NY,Queens,40.70334189,-73.78243177,99.0
NY,New York,40.73509362,-74.00323172,250.0
NY,Brooklyn,40.6801477,-73.94957583,100.0
NY,New York,40.75868209,-73.98987333,175.0
NY,New York,40.84561051,-73.93346367,173.0
NY,New York,40.72172206,-74.00372464,130.0
NY,Brooklyn,40.72697172,-73.93920551,115.0
NY,New York,40.80582058,-73.95340281,95.0
NY,Brooklyn,40.67781904,-73.96034179,325.0
NY,New York,40.72985338,-74.00406919,120.0
NY,New York,40.76562624,-73.98401737,150.0
NY,Brooklyn,40.69443666,-73.90598126,200.0
NY,Flushing,40.75163776,-73.87894191,100.0
NY,New York,40.73943005,-73.99424157,199.0
NY,New York,40.78720795,-73.94017656,65.0
NY,Brooklyn,40.6929502,-73.95626822,85.0
NY,New York,40.86040153,-73.92681275,52.0
NY,Brooklyn,40.6907127,-73.92307569,175.0
NY,New York,40.73393638,-73.98009762,70.0
NY,Brooklyn,40.68890289,-73.92469142,95.0
NY,New York,40.7315701,-74.00107426,200.0
NY,Brooklyn,40.67150249,-73.87806798,62.0
NY,Queens,40.76317977,-73.88628616,59.0
NY,New York,40.86334994,-73.92821978,125.0
NY,Brooklyn,40.7038225,-73.92714789,125.0
NY,New York,40.8257531,-73.93725068,100.0
NY,Brooklyn,40.68882838,-73.96901571,150.0
NY,New York,40.71012641,-74.00451987,170.0
NY,Brooklyn,40.67775375,-73.96475275,145.0
NY,New York,40.73333908,-73.9810768,120.0
NY,Brooklyn,40.69773173,-73.92639644,60.0
NY,New York,40.72719411,-73.9851605,350.0
NY,bayside,40.75384788,-73.78095596,85.0
NY,New York,40.73494368,-74.00228911,750.0
NY,Brooklyn,40.68047293,-73.95156946,100.0
NY,Brooklyn,40.69900579,-73.91409556,80.0
NY,Brooklyn,40.68370292,-73.91591408,50.0
NY,Brooklyn,40.68840775,-73.97341862,150.0
NY,Brooklyn,40.68662738,-73.97228598,105.0
NY,New York,40.71848504,-74.01005602,185.0
NY,Brooklyn,40.68698628,-73.9750725,140.0
NY,Brooklyn,40.69935233,-73.92495422,60.0
NY,Brooklyn,40.65826002,-73.95950606,125.0
NY,New York,40.76341923,-73.98865413,100.0
NY,New York,40.83381626,-73.94021991,90.0
NY,New York,40.71261295,-74.00792568,195.0
NY,Brooklyn,40.69576925,-73.98292532,80.0
NY,New York,40.73944765,-73.9899722,225.0
NY,Brooklyn,40.67624585,-73.95300272,45.0
NY,Bronx,40.85235021,-73.78872811,89.0
NY,New York,40.84896765,-73.94016054,70.0
NY,Brooklyn,40.68235876,-73.95424351,45.0
NY,Brooklyn,40.69597936,-73.98519303,100.0
NY,New York,40.71158497,-73.99732268,89.0
NY,New York,40.82210383,-73.94467216,120.0
NY,New York,40.76452188,-73.98614439,150.0
NY,New York,40.75779443,-73.96988223,105.0
NY,New York,40.75781238,-73.99889222,135.0
NY,New York,40.76150134,-73.99443318,1500.0
NY,Brooklyn,40.67757085,-73.96412198,150.0
NY,Queens,40.70904808,-73.91119086,53.0
NY,Bronx,40.88598477,-73.90447785,129.0
NY,Brooklyn,40.68791202,-73.92769751,30.0
NY,New York,40.76550674,-73.97717755,475.0
NY,New York,40.72741657,-74.00204958,200.0
NY,Brooklyn,40.67049359,-73.95042586,69.0
